case,corr_full_sum,count,dataset,full_mean,left_mean,mae,max,mean,min,nmae,p0,p0_1,p1,p100,p25,p5,p50,p75,p95,p99,p99_9,prefix,right_mean,root,signed_mean,signed_std,std,sum,sum_mean,sum_over_full_mean_ratio
Bone_0022,0.9930627292654847,262144,old2D,2.687206745147705,2.74180006980896,2.507646083831787,5.589297294616699,2.507645845247289,0.00019615888595581055,0.9331794381141663,0.00019615888595581055,0.010481229159981013,0.02338728282600641,5.589297294616699,1.2463530898094177,0.05538589581847191,2.9267048835754395,3.6231061816215515,4.428890943527222,4.786261963844299,5.194199079036713,std,2.4524049758911133,D:\nnunet\2D,2.5069985389709473,1.4306117296218872,1.4294768628497916,657364.3124565054,5.194205284118652,1.9329384565353394
Bone_0022,0.9899794183067535,262144,old2D,2.711244821548462,2.7693631649017334,2.512434720993042,5.436453819274902,2.512434512893435,1.6167759895324707e-06,0.9266720414161682,1.6167759895324707e-06,0.005222674846649173,0.02253137469291687,5.436453819274902,1.1490071713924408,0.03739232998341322,2.9602227210998535,3.6364578008651733,4.449791598320006,4.879855928421021,5.197653556346895,aug,2.4523637294769287,D:\nnunet\2D,2.5104825496673584,1.4671820402145386,1.4638367725421881,658619.6329479367,5.221726894378662,1.9259518384933472
Bone_0023,0.9945127481005919,262144,old2D,2.397892713546753,2.215989589691162,2.2350120544433594,5.023140907287598,2.2350116016143797,7.033348083496094e-06,0.9320734143257141,7.033348083496094e-06,0.001675887100398541,0.013864509873092174,5.023140907287598,0.7560963332653046,0.06857011243700986,2.622210383415222,3.3409860134124756,4.001973581314086,4.327528748512269,4.7034056591987685,std,2.416476011276245,D:\nnunet\2D,2.2345733642578125,1.358999490737915,1.3582781836922786,585894.8812936,4.632465839385986,1.9318903684616089
Bone_0023,0.9909389769808687,262144,old2D,2.501469850540161,2.350468397140503,2.3331587314605713,5.468678951263428,2.333158984060117,1.802295446395874e-05,0.932715117931366,1.802295446395874e-05,0.0017788191176950933,0.01359719144180417,5.468678951263428,1.0787080526351929,0.04139167387038469,2.7478158473968506,3.397576630115509,4.019002985954284,4.417730059623719,4.888131487369545,aug,2.4828298091888428,D:\nnunet\2D,2.3318281173706055,1.3662996292114258,1.3640258024563485,611623.6287174553,4.833298206329346,1.9321832656860352
Bone_0024,0.9945256291893244,262144,old2D,2.456587314605713,2.313267230987549,2.301849126815796,5.496627330780029,2.301849733025321,7.724761962890625e-05,0.9370109438896179,7.724761962890625e-05,0.023137876629829406,0.058196020424365995,5.496627330780029,0.6338462829589844,0.081997062638402,2.7446212768554688,3.477574110031128,4.263607382774353,4.729849147796632,5.173949614048017,std,2.444765090942383,D:\nnunet\2D,2.3014445304870605,1.458512306213379,1.4578735867395818,603416.0964141898,4.758032321929932,1.936846375465393
Bone_0024,0.9943798188274228,262144,old2D,2.4733474254608154,2.3338732719421387,2.3335766792297363,5.566193103790283,2.3335769289789,0.0003178715705871582,0.9434892535209656,0.0003178715705871582,0.04883485219627619,0.06035693071782589,5.566193103790283,0.7998063117265701,0.1239426545798779,2.7250324487686157,3.494817614555359,4.280209112167358,4.702812395095828,5.1609141998291035,aug,2.473051071166992,D:\nnunet\2D,2.3335764408111572,1.430159330368042,1.4301590226229377,611733.1904702447,4.806924343109131,1.9434893131256104
Bone_0025,0.9913174100868204,262144,old2D,2.1188840866088867,1.78439462184906,1.9328889846801758,5.058825492858887,1.9328890492363158,8.475780487060547e-05,0.9122202396392822,8.475780487060547e-05,0.020620025279000403,0.029663644544780255,5.058825492858887,0.6092262864112854,0.0447849590331316,2.227540373802185,3.00821191072464,3.6452038645744325,4.0140744400024415,4.5503604021072395,std,2.2669882774353027,D:\nnunet\2D,1.9324984550476074,1.261059045791626,1.260460513175514,506695.26692300476,4.051383018493652,1.9120361804962158
Bone_0025,0.9902629192071892,262144,old2D,2.2629201412200928,2.0224802494049072,2.11409330368042,4.846756935119629,2.1140930081910483,3.3482909202575684e-05,0.9342324137687683,3.3482909202575684e-05,0.005491432040929794,0.030137577597051858,4.846756935119629,0.7884446233510971,0.04363505002111197,2.5219467878341675,3.1300511956214905,3.7124289274215694,4.176361079216006,4.570348944187182,aug,2.3521928787231445,D:\nnunet\2D,2.11175274848938,1.2986401319503784,1.2948268485279861,554196.7975392342,4.374673843383789,1.9331984519958496
Bone_0026,0.9928624229652245,262144,old2D,3.047691822052002,3.037198543548584,2.8277783393859863,5.462060928344727,2.8277782486136687,8.344650268554688e-06,0.9278426170349121,8.344650268554688e-06,0.006126424159854651,0.06788150817155839,5.462060928344727,1.86123925447464,0.16270538195967676,3.2866159677505493,3.9491140842437744,4.43059058189392,4.832510685920716,5.161368432044983,std,2.838118076324463,D:\nnunet\2D,2.8276255130767822,1.4200867414474487,1.4197820815035904,741285.1012045816,5.875316619873047,1.9277921915054321
Bone_0026,0.9894227529828735,262144,old2D,3.038327693939209,3.0337061882019043,2.828097105026245,5.705334663391113,2.828096962331263,4.172325134277344e-06,0.930806040763855,4.172325134277344e-06,0.0024738178886473177,0.023090977314859627,5.705334663391113,1.842831403017044,0.12586346492171288,3.2695834636688232,3.9430569410324097,4.432496643066406,4.891459183692932,5.233042294979097,aug,2.832008123397827,D:\nnunet\2D,2.8273863792419434,1.4261233806610107,1.424713877613904,741368.6500933666,5.8657145500183105,1.9305733442306519
